0.00000000,0.00000000,-0.40847710,0.40074688,0.02241992,0.00000000,0.00000000,0.00000000,-0.33774778,1.19795760,0.00147072,0.00000000
0.00000000,0.00000000,-0.38335262,0.39013362,0.00897807,0.00000000,0.00000000,0.00000000,-0.34725931,1.21857015,0.00142415,0.00000000
0.00000000,0.00000000,-0.36110378,0.38249713,-0.00363686,0.00000000,0.00000000,0.00000000,-0.35449577,1.22748075,0.00143639,0.00000000
0.00000000,0.00000000,-0.33807453,0.37407973,-0.01668330,0.00000000,0.00000000,0.00000000,-0.36195105,1.23354131,0.00153748,0.00000000
0.00000000,0.00000000,-0.31389875,0.36405167,-0.02913159,0.00000000,0.00000000,0.00000000,-0.36882523,1.23433072,0.00170605,0.00000000
0.00000000,0.00000000,-0.29215874,0.35325292,-0.03978702,0.00000000,0.00000000,0.00000000,-0.37672870,1.23662616,0.00172207,0.00000000
0.00000000,0.00000000,-0.26603359,0.33823890,-0.05059831,0.00000000,0.00000000,0.00000000,-0.38363250,1.23317810,0.00184057,0.00000000
0.00000000,0.00000000,-0.24220185,0.32507643,-0.06162304,0.00000000,0.00000000,0.00000000,-0.39013397,1.22429870,0.00208436,0.00000000
0.00000000,0.00000000,-0.22267985,0.31514272,-0.07172644,0.00000000,0.00000000,0.00000000,-0.39743338,1.21495257,0.00226480,0.00000000
0.00000000,0.00000000,-0.20368737,0.30600196,-0.08178753,0.00000000,0.00000000,0.00000000,-0.40469741,1.20482215,0.00246725,0.00000000
0.00000000,0.00000000,-0.18113184,0.29271832,-0.09021248,0.00000000,0.00000000,0.00000000,-0.41092411,1.18973037,0.00262235,0.00000000
0.00000000,0.00000000,-0.15506369,0.27688247,-0.10158646,0.00000000,0.00000000,0.00000000,-0.41553439,1.16858879,0.00274686,0.00000000
0.00000000,0.00000000,-0.13186288,0.26234043,-0.11154479,0.00000000,0.00000000,0.00000000,-0.42086631,1.14388629,0.00279891,0.00000000
0.00000000,0.00000000,-0.11480399,0.25203303,-0.11890436,0.00000000,0.00000000,0.00000000,-0.42497580,1.11192997,0.00282604,0.00000000
0.00000000,0.00000000,-0.09717308,0.24207789,-0.12800254,0.00000000,0.00000000,0.00000000,-0.42997238,1.08227328,0.00283238,0.00000000
0.00000000,0.00000000,-0.07147072,0.22578639,-0.13874361,0.00000000,0.00000000,0.00000000,-0.43402713,1.04875881,0.00278689,0.00000000
0.00000000,0.00000000,-0.04505546,0.20956126,-0.14849737,0.00000000,0.00000000,0.00000000,-0.43669247,1.01072556,0.00268933,0.00000000
0.00000000,0.00000000,-0.02343222,0.19552219,-0.15543676,0.00000000,0.00000000,0.00000000,-0.43835297,0.96747019,0.00253931,0.00000000
0.00000000,0.00000000,-0.00374881,0.18140885,-0.16095496,0.00000000,0.00000000,0.00000000,-0.43952326,0.92015672,0.00233111,0.00000000
0.00000000,0.00000000,0.01895466,0.16625613,-0.16698385,0.00000000,0.00000000,0.00000000,-0.44043621,0.87044391,0.00204156,0.00000000
0.00000000,0.00000000,0.04904831,0.14625690,-0.17428874,0.00000000,0.00000000,0.00000000,-0.44033900,0.81728349,0.00173648,0.00000000
0.00000000,0.00000000,0.07893862,0.12443497,-0.18077178,0.00000000,0.00000000,0.00000000,-0.44060097,0.76331711,0.00138626,0.00000000
0.00000000,0.00000000,0.10206529,0.10722589,-0.18739069,0.00000000,0.00000000,0.00000000,-0.44073445,0.70818920,0.00098464,0.00000000
0.00000000,0.00000000,0.12276618,0.09285467,-0.19190970,0.00000000,0.00000000,0.00000000,-0.44003399,0.65032014,0.00058860,0.00000000
0.00000000,0.00000000,0.13450496,0.08557770,-0.20358119,0.00000000,0.00000000,0.00000000,-0.43987435,0.59274620,0.00018699,0.00000000
0.00000000,0.00000000,0.15763484,0.07017320,-0.20929534,0.00000000,0.00000000,0.00000000,-0.43903487,0.53335151,-0.00025165,0.00000000
0.00000000,0.00000000,0.18410971,0.05111472,-0.21164116,0.00000000,0.00000000,0.00000000,-0.43775308,0.47278428,-0.00067544,0.00000000
0.00000000,0.00000000,0.20475605,0.03739146,-0.21278568,0.00000000,0.00000000,0.00000000,-0.43727771,0.41598733,-0.00102087,0.00000000
0.00000000,0.00000000,0.22677914,0.02409863,-0.21641593,0.00000000,0.00000000,0.00000000,-0.43567059,0.35849644,-0.00127050,0.00000000
0.00000000,0.00000000,0.24722435,0.01325934,-0.22319852,0.00000000,0.00000000,0.00000000,-0.43400699,0.30304572,-0.00141921,0.00000000
0.00000000,0.00000000,0.26317208,0.00564285,-0.22872074,0.00000000,0.00000000,0.00000000,-0.43290749,0.25219012,-0.00145974,0.00000000
0.00000000,0.00000000,0.28084018,-0.00255035,-0.23412588,0.00000000,0.00000000,0.00000000,-0.43136524,0.20762579,-0.00135586,0.00000000
0.00000000,0.00000000,0.29862370,-0.00974540,-0.24028173,0.00000000,0.00000000,0.00000000,-0.43195807,0.15358991,-0.00107173,0.00000000
0.00000000,0.00000000,0.31642103,-0.01383421,-0.24682541,0.00000000,0.00000000,0.00000000,-0.42902006,0.12076618,-0.00106530,0.00000000
0.00000000,0.00000000,0.32596396,-0.01198749,-0.25555563,0.00000000,0.00000000,0.00000000,-0.42812586,0.08583380,-0.00092602,0.00000000
0.00000000,0.00000000,0.33335847,-0.00859564,-0.26538550,0.00000000,0.00000000,0.00000000,-0.42720410,0.05531735,-0.00079267,0.00000000
0.00000000,0.00000000,0.34379548,-0.00675880,-0.27265914,0.00000000,0.00000000,0.00000000,-0.42645825,0.02957194,-0.00067458,0.00000000
0.00000000,0.00000000,0.35361278,-0.00215853,-0.28221005,0.00000000,0.00000000,0.00000000,-0.42609032,0.01168635,-0.00044352,0.00000000
0.00000000,0.00000000,0.36047198,0.00513983,-0.29168872,0.00000000,0.00000000,0.00000000,-0.42601359,0.00249031,-0.00017725,0.00000000
0.00000000,0.00000000,0.37000000,0.01217089,-0.30000000,0.00000000,0.00000000,0.00000000,-0.43000000,0.00000000,0.00000000,0.00000000


0.0,0.0,0.332159,0.023627602,-0.23978487,0.0,0.0,0.0,-0.63132906,0.21677664,0.071420535,0.0
0.0,0.0,0.33922,0.03225451,-0.2483798,0.0,0.0,0.0,-0.64879894,0.22879583,0.080582865,0.0
0.0,0.0,0.3455932,0.03982862,-0.2543498,0.0,0.0,0.0,-0.65069103,0.25892475,0.09971251,0.0
0.0,0.0,0.34745744,0.05259528,-0.26140115,0.0,0.0,0.0,-0.66084146,0.27795833,0.119815625,0.0
0.0,0.0,0.35202795,0.064348616,-0.26896146,0.0,0.0,0.0,-0.66928893,0.30239338,0.13661665,0.0
0.0,0.0,0.35463557,0.07742668,-0.27602902,0.0,0.0,0.0,-0.6763047,0.3270237,0.15044457,0.0
0.0,0.0,0.354658,0.09242999,-0.28030327,0.0,0.0,0.0,-0.677752,0.34495777,0.17227715,0.0
0.0,0.0,0.35785165,0.10440939,-0.2805235,0.0,0.0,0.0,-0.6790103,0.35840198,0.20145091,0.0
0.0,0.0,0.35965967,0.11689689,-0.282043,0.0,0.0,0.0,-0.6824658,0.36829728,0.22703037,0.0
0.0,0.0,0.35755372,0.13108712,-0.28168237,0.0,0.0,0.0,-0.6862793,0.3785839,0.24278234,0.0
0.0,0.0,0.3539081,0.14716637,-0.28062966,0.0,0.0,0.0,-0.6867787,0.389104,0.25517982,0.0
0.0,0.0,0.35141927,0.16268429,-0.27725422,0.0,0.0,0.0,-0.6832726,0.40023464,0.2651435,0.0
0.0,0.0,0.3472876,0.18141174,-0.27395982,0.0,0.0,0.0,-0.67744386,0.41233897,0.26906222,0.0
0.0,0.0,0.3421033,0.2025908,-0.26850647,0.0,0.0,0.0,-0.67241794,0.42583948,0.2605877,0.0
0.0,0.0,0.33574903,0.22550458,-0.26136726,0.0,0.0,0.0,-0.66628534,0.4380678,0.24493706,0.0
0.0,0.0,0.3253833,0.25198117,-0.2542144,0.0,0.0,0.0,-0.642115,0.43655372,0.22808208,0.0
0.0,0.0,0.31460598,0.28058502,-0.24351938,0.0,0.0,0.0,-0.6357493,0.44830906,0.21259621,0.0
0.0,0.0,0.30274612,0.3101305,-0.22978215,0.0,0.0,0.0,-0.6294886,0.46007717,0.19650126,0.0
0.0,0.0,0.2875398,0.34337068,-0.21553783,0.0,0.0,0.0,-0.61799717,0.46615052,0.18110597,0.0
0.0,0.0,0.270133,0.37975836,-0.19950108,0.0,0.0,0.0,-0.6026244,0.46649945,0.16674371,0.0
0.0,0.0,0.24850884,0.42179662,-0.17893828,0.0,0.0,0.0,-0.5823738,0.4628085,0.15052727,0.0
0.0,0.0,0.22449946,0.4678657,-0.1542466,0.0,0.0,0.0,-0.5580034,0.45543474,0.132131,0.0
0.0,0.0,0.1932346,0.52298445,-0.12845814,0.0,0.0,0.0,-0.541571,0.4519561,0.11608186,0.0


0.0,0.0,0.16079435,0.5788084,-0.095753126,0.0,0.0,0.0,-0.52433306,0.44736868,0.10014827,0.0
0.0,0.0,0.12723878,0.63200736,-0.058480896,0.0,0.0,0.0,-0.50377727,0.44146633,0.08160896,0.0
0.0,0.0,0.090401016,0.68602806,-0.020393884,0.0,0.0,0.0,-0.48520786,0.43502587,0.06530715,0.0
0.0,0.0,0.051806547,0.7416348,0.016507547,0.0,0.0,0.0,-0.46523288,0.42735004,0.051064093,0.0
0.0,0.0,0.015605964,0.79491144,0.03673892,0.0,0.0,0.0,-0.4370295,0.41450804,0.035681657,0.0
0.0,0.0,-0.024777822,0.85065365,0.036490425,0.0,0.0,0.0,-0.4084771,0.40074688,0.022419922,0.0
